App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver
The NBC App - Watch Live TV and Full Episodes,Entertainment,4.1,58028,17M,"5,000,000+",Free,0,Teen,"July 5, 2018",4.18.1,4.1 and up
AMC,Entertainment,3.2,20843,14M,"1,000,000+",Free,0,Teen,"August 2, 2018",3.3.85 (2),4.4 and up
РееI Smart Remote MP3 CD Player,Tools,3.2,27,2.7M,"5,000+",Free,0,Everyone,"January 22, 2018",1.2,4.0 and up
"CM Browser - Ad Blocker , Fast Download , Privacy",Communication,4.6,2264916,6.1M,"50,000,000+",Free,0,Everyone,"July 31, 2018",5.22.18.0006,4.0 and up
T Uploader,Education,4.1,75,2.2M,"10,000+",Free,0,Everyone,"November 24, 2017",0.1.5,4.0 and up
CS16Client,Action,4.3,8668,9.1M,"500,000+",Free,0,Teen,"April 1, 2017",1.33,1.5 and up
Leghe Fantagazzetta,Sports,4.1,79464,27M,"1,000,000+",Free,0,Everyone,"August 6, 2018",5.0.8,4.4 and up
All Email Providers,Communication,4.1,20901,7.3M,"1,000,000+",Free,0,Everyone,"April 3, 2018",5.0.9,4.1 and up
Basket Manager 2018 Pro,Sports,3.7,84,6.3M,"1,000+",Paid,$2.99,Everyone,"April 17, 2018",3.7,4.4 and up
AE Order,Tools,4.1,19,317k,"1,000+",Free,0,Everyone,"November 12, 2013",2.0.131112,2.3 and up
Public Service CU Mobile,Finance,2.0,314,35M,"10,000+",Free,0,Everyone,"March 14, 2017",6.5.32-prod,4.2 and up
"Talking Pictures: Autism, CP",Medical,3.9,22,801k,"5,000+",Free,0,Everyone,"March 6, 2017",1.14,3.0 and up
Basketball Dynasty Manager 16,Sports,4.4,426,21M,"5,000+",Paid,$1.99,Everyone,"June 1, 2016",2.2.3,4.0 and up
Mini DAYZ: Zombie Survival,Action,4.1,94661,Varies with device,"1,000,000+",Free,0,Teen,"June 8, 2018",1.4.0,4.4 and up
Ayat - Al Quran,Education,4.7,173394,8.5M,"5,000,000+",Free,0,Everyone,"March 13, 2018",2.9.1,4.0 and up
Tribeca Shortlist - Handpicked Movies,Entertainment,3.9,801,57M,"100,000+",Free,0,Teen,"March 21, 2018",4.003.1,4.3 and up
Jorte Calendar & Organizer,Productivity,4.3,198051,Varies with device,"10,000,000+",Free,0,Everyone,"July 30, 2018",Varies with device,Varies with device
Ruler cm,Tools,3.6,661,809k,"100,000+",Free,0,Everyone,"September 10, 2014",2.1,2.2 and up
Golfshot: Golf GPS + Tee Times,Sports,4.3,7543,25M,"500,000+",Free,0,Everyone,"July 11, 2018",1.31.0,4.1 and up
Quizlet: Learn Languages & Vocab with Flashcards,Education,4.6,211856,Varies with device,"10,000,000+",Free,0,Everyone,"August 1, 2018",Varies with device,Varies with device
Antillean Gold Telegram (original version),Communication,4.4,2939,17M,"100,000+",Free,0,Everyone,"July 16, 2018",2.1,4.1 and up
Apps Ads Detector,Tools,3.5,315,8.3M,"100,000+",Free,0,Everyone,"February 19, 2018",25,4.0.3 and up
Creative Destruction,Action,4.4,201426,80M,"5,000,000+",Free,0,Teen,"August 2, 2018",1.0.6,4.0 and up
CM Locker - Security Lockscreen,Tools,4.6,3090680,Varies with device,"100,000,000+",Free,0,Everyone,"July 31, 2018",Varies with device,Varies with device
Field Goal Tournament,Sports,3.7,2980,21M,"100,000+",Free,0,Everyone,"September 1, 2015",1.2.8,2.3 and up
MyVodafone (India) - Online Recharge & Pay Bills,Productivity,4.1,1092367,Varies with device,"10,000,000+",Free,0,Everyone,"August 4, 2018",8.0.1.0,Varies with device
Microsoft OneDrive,Productivity,4.4,1038303,Varies with device,"100,000,000+",Free,0,Everyone,"August 1, 2018",Varies with device,Varies with device
Guns - Shot Sounds,Entertainment,3.8,29544,10M,"10,000,000+",Free,0,Everyone,"July 25, 2018",3.15,4.0 and up
HTC Sense Input-AR,Tools,3.8,1420,2.7M,"100,000+",Free,0,Everyone,"April 22, 2014",9.7.753080,4.1 and up
Mass Effect: Andromeda APEX HQ,Action,3.4,4490,92M,"100,000+",Free,0,Everyone 10+,"September 21, 2017",1.18.1,4.1 and up
BM Online OEC Verification,Tools,4.1,783,4.2M,"100,000+",Free,0,Everyone,"August 5, 2016",1.0.1,4.0.3 and up
Video Download For FB,Tools,4.3,444,1.6M,"100,000+",Free,0,Everyone,"July 14, 2017",1.0,3.0 and up
AV Tools Pro,Tools,4.3,35,Varies with device,"1,000+",Paid,$2.49,Everyone,"September 22, 2016",Varies with device,Varies with device
AP European History: Practice Tests and Flashcards,Education,4.7,7,5.4M,"1,000+",Free,0,Everyone,"July 3, 2018",1.6.7.1,4.1 and up
AU Results - AU COE Corner,Education,4.0,664,2.1M,"100,000+",Free,0,Everyone,"December 14, 2017",2.2.5,4.1 and up
PixelDot - Color by Number Sandbox Pixel Art,Entertainment,4.6,16041,7.3M,"1,000,000+",Free,0,Everyone,"July 5, 2018",1.3.3.1,4.3 and up
Golf GPS by SwingxSwing,Sports,4.6,37167,Varies with device,"1,000,000+",Free,0,Everyone,"July 30, 2018",Varies with device,4.4 and up
"Time Planner - Schedule, To-Do List, Time Tracker",Productivity,4.2,2537,8.5M,"500,000+",Free,0,Everyone,"January 10, 2018",2.2 (Protostar),4.0 and up
ZOMBIE RIPPER,Action,3.7,16073,94M,"500,000+",Free,0,Mature 17+,"November 14, 2017",1.4,4.0 and up
Adblock Fast,Productivity,4.1,9914,3.2M,"1,000,000+",Free,0,Everyone,"May 17, 2017",1.4.0,5.0 and up
Tom's Love Letters,Entertainment,4.1,705805,35M,"50,000,000+",Free,0,Everyone,"April 30, 2018",2.3.1.8,4.1 and up
SCS eC,Productivity,4.4,7,17M,100+,Free,0,Everyone,"October 21, 2016",1.0.1,4.1 and up
E-NUM,Finance,4.0,10374,Varies with device,"500,000+",Free,0,Everyone,"October 24, 2016",Varies with device,Varies with device
AP Physics 1 Prep: Practice Tests and Flashcards,Education,4.4,29,5.3M,"5,000+",Free,0,Everyone,"July 3, 2018",1.6.7.1,4.1 and up
DX Spots Free,Tools,4.5,46,24M,"1,000+",Free,0,Everyone,"May 18, 2018",2.0.402,4.1 and up
EP Mobile,Medical,4.3,267,2.3M,"50,000+",Free,0,Everyone,"July 8, 2018",2.18,4.0 and up
"TN Patta, Chitta, EC",Tools,4.1,633,3.8M,"100,000+",Free,0,Everyone,"October 21, 2016",6.7,2.3 and up
BZ Zombie VR,Action,4.4,12,98M,"1,000+",Free,0,Mature 17+,"February 7, 2018",1.4,4.4 and up
Larry H Miller Automotive,Productivity,3.1,67,8.3M,"10,000+",Free,0,Everyone,"July 18, 2018",3.5.3,4.0.3 and up
101 C Programming Problems,Education,4.6,498,5.0M,"50,000+",Free,0,Everyone,"October 15, 2017",2.0,4.0.3 and up
"Bleacher Report: sports news, scores, & highlights",Sports,4.4,122282,Varies with device,"5,000,000+",Free,0,Everyone 10+,"July 20, 2018",Varies with device,Varies with device
"CBS Sports App - Scores, News, Stats & Watch Live",Sports,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,"August 4, 2018",Varies with device,5.0 and up
Photo Editor Selfie Camera Filter & Mirror Image,Photography,4.3,527248,Varies with device,"50,000,000+",Free,0,Everyone,"February 1, 2018",1.6.1,Varies with device
CQ: Lost In Transmission,Action,4.2,4,61M,10+,Free,0,Everyone,"May 13, 2018",1.1,4.4 and up
DINO HUNTER: DEADLY SHORES,Action,4.4,1381820,54M,"10,000,000+",Free,0,Teen,"March 14, 2017",3.1.1,3.0 and up
"Face Filter, Selfie Editor - Sweet Camera",Photography,4.7,142634,22M,"10,000,000+",Free,0,Everyone,"July 6, 2018",1.5.1,4.4 and up
EZ Notes Lite,Productivity,4.4,69,3.5M,"1,000+",Free,0,Everyone,"July 8, 2016",2.79,4.0 and up
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",Photography,4.6,98717,59M,"5,000,000+",Free,0,Everyone,"August 1, 2018",5.13.1,5.0 and up
AudioBT: BT audio GPS/SMS/Text,Communication,3.4,198,219k,"50,000+",Free,0,Everyone,"February 21, 2017",3.2.1,4.0 and up
The 5th Stand,Sports,4.8,1697,17M,"100,000+",Free,0,Everyone,"July 31, 2018",1.2.677,4.4 and up
Talkray - Free Calls & Texts,Communication,4.2,244863,Varies with device,"10,000,000+",Free,0,Everyone,"May 29, 2018",Varies with device,Varies with device
"Job CV Maker-Portfolio Maker , Resume Maker",Education,3.9,139,4.8M,"50,000+",Free,0,Everyone,"July 16, 2018",2.1,4.0.3 and up
Speedometer with G-FORCE meter,Tools,3.8,415,2.7M,"50,000+",Free,0,Everyone,"June 1, 2017",7.0,2.3 and up
Block Gun 3D: Haunted Hollow,Action,3.8,16282,35M,"1,000,000+",Free,0,Teen,"October 9, 2017",1.1.4,2.3 and up
Grand Stickman Cover V,Action,4.0,1744,37M,"100,000+",Free,0,Mature 17+,"May 19, 2018",1.0.1,4.1 and up
BC Wildfire,Tools,3.3,27,5.0M,"5,000+",Free,0,Everyone,"May 31, 2018",10.1.0,5.0 and up
"edX - Online Courses by Harvard, MIT & more",Education,4.6,32380,10M,"1,000,000+",Free,0,Everyone 10+,"July 15, 2018",2.15.1,4.1 and up
myvi by,Medical,3.8,122,Varies with device,"10,000+",Free,0,Everyone,"August 3, 2018",Varies with device,Varies with device
iHunter BC,Sports,4.4,55,63M,"1,000+",Paid,$4.49,Everyone,"August 3, 2018",2.0.38,4.0.3 and up
HTC Sense Input - BG,Tools,3.3,218,4.1M,"10,000+",Free,0,Everyone,"November 9, 2015",1.0.606877,5.0 and up
8 Ball Pool,Sports,4.5,14198602,52M,"100,000,000+",Free,0,Everyone,"July 31, 2018",4.0.0,4.0.3 and up
Blood Pressure Companion,Medical,4.2,178,4.8M,"1,000+",Paid,$0.99,Everyone,"July 22, 2018",4.1.5 (Steglitz),4.1 and up
Dialysis of Drugs,Medical,2.9,92,1.5M,"10,000+",Free,0,Everyone,"June 15, 2018",3.1-2018 – (13),4.0 and up
Identity V,Action,4.2,109263,38M,"1,000,000+",Free,0,Teen,"July 10, 2018",1.0.144431,4.1 and up
SeriesGuide – Show & Movie Manager,Entertainment,4.3,64448,4.4M,"1,000,000+",Free,0,Mature 17+,"July 21, 2018",43,4.0.3 and up
Hypertension High blood pressure,Medical,3.8,292,2.7M,"100,000+",Free,0,Everyone,"April 16, 2018",43.0,4.0.3 and up
Comedy Central,Entertainment,3.9,22378,19M,"1,000,000+",Free,0,Teen,"July 8, 2018",11.45.0,4.4 and up
STARZ,Entertainment,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,"June 20, 2018",Varies with device,Varies with device
Planning Center Services,Productivity,4.3,5157,Varies with device,"500,000+",Free,0,Everyone,"July 31, 2018",Varies with device,Varies with device
CS & IT Interview Questions,Education,5.0,43,3.3M,"1,000+",Free,0,Everyone,"March 27, 2018",1.1,4.2 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,Action,4.6,7674252,Varies with device,"100,000,000+",Free,0,Mature 17+,"August 2, 2018",Varies with device,Varies with device
BET NOW - Watch Shows,Entertainment,4.2,14807,19M,"1,000,000+",Free,0,Teen,"July 8, 2018",11.45.0,4.4 and up
Twitch: Livestream Multiplayer Games & Esports,Entertainment,4.6,2133296,Varies with device,"50,000,000+",Free,0,Teen,"July 31, 2018",Varies with device,Varies with device
FunnyPixels - Color by number Sandbox,Entertainment,4.6,1977,3.8M,"100,000+",Free,0,Everyone,"February 21, 2018",1.0.4,4.0.3 and up
"Calendars (En, Bn, Ar)",Productivity,4.6,27,2.5M,"1,000+",Free,0,Everyone,"June 5, 2017",1.2.3,4.0 and up
C I Patel School,Education,4.1,101,5.1M,"1,000+",Free,0,Everyone,"March 10, 2017",1.3,4.0 and up
Little Magnet BT Pro,Tools,4.6,251,3.8M,"1,000+",Paid,$0.99,Everyone,"August 5, 2018",4.1.4,4.2 and up
Glide - Video Chat Messenger,Communication,4.3,350154,Varies with device,"10,000,000+",Free,0,Everyone,"July 29, 2018",Varies with device,Varies with device
LokLok: Draw on a Lock Screen,Communication,4.1,14766,16M,"500,000+",Free,0,Teen,"September 20, 2017",0.81 beta,4.0.3 and up
"CBS Sports App - Scores, News, Stats & Watch Live",Sports,4.3,91035,Varies with device,"5,000,000+",Free,0,Everyone,"August 4, 2018",Varies with device,5.0 and up
Meu Cartão BV,Finance,4.1,15057,5.7M,"500,000+",Free,0,Everyone,"August 3, 2018",2.4.0,5.0 and up
Exam Result BD,Education,5.0,2,2.6M,500+,Free,0,Everyone,"July 22, 2017",1.0,3.2 and up
My Photo Keyboard,Photography,4.3,56114,17M,"10,000,000+",Free,0,Everyone,"July 9, 2018",2.6,2.3 and up
AC Troubleshooter,Tools,4.7,147,4.2M,"10,000+",Free,0,Everyone,"January 8, 2015",1.3,3.0 and up
Be My Princess 2,Entertainment,4.3,2806,27M,"100,000+",Free,0,Teen,"March 20, 2018",3.6,2.3 and up
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,Action,4.1,1019,39M,"100,000+",Free,0,Teen,"July 23, 2018",1.0.7,4.1 and up
FRONTLINE COMMANDO,Action,4.4,1351833,12M,"10,000,000+",Free,0,Teen,"October 28, 2013",3.0.3,2.1 and up
Picai - Smart AI Camera,Photography,4.0,529,Varies with device,"100,000+",Free,0,Everyone,"July 17, 2018",1.2.3,6.0 and up
ALPHA - Artificial Intelligence,Entertainment,4.0,51,3.2M,"1,000+",Free,0,Everyone,"June 3, 2018",1.3.4,4.0 and up
MIX by Camera360,Photography,4.4,111066,74M,"5,000,000+",Free,0,Everyone,"August 3, 2018",4.8.7,4.0.3 and up
High Blood Pressure Symptoms,Medical,4.3,46,2.0M,"10,000+",Free,0,Everyone,"April 5, 2017",1.0.2,4.0.3 and up
MARCA - Diario Líder Deportivo,Sports,3.9,76340,14M,"5,000,000+",Free,0,Everyone,"July 25, 2018",6.3.3,4.1 and up
Talking Tom & Ben News,Entertainment,4.4,1131937,41M,"100,000,000+",Free,0,Everyone,"April 30, 2018",2.4.0.7,4.1 and up
CF.lumen,Tools,4.4,4901,1.9M,"100,000+",Free,0,Everyone,"February 9, 2017",3.70,5.0 and up
Homeopathic Medicine Finder,Medical,3.6,10,15M,"1,000+",Free,0,Everyone,"November 20, 2017",0.0.1,4.0 and up
Q Quiz SK,Education,3.9,159,39M,"5,000+",Free,0,Everyone,"December 8, 2015",2.3,2.3 and up
Eurostat Country Profiles,Productivity,3.7,87,2.0M,"10,000+",Free,0,Everyone,"April 12, 2018",37.0,4.0.3 and up
TouchPal Keyboard - Fun Emoji & Android Keyboard,Communication,4.4,615381,37M,"10,000,000+",Free,0,Mature 17+,"August 2, 2018",6.7.9.1,4.0.3 and up
AKASO DV,Tools,2.4,99,71M,"10,000+",Free,0,Everyone,"July 26, 2018",V1.0.9,4.0 and up
ES File Explorer File Manager,Productivity,4.6,5383971,16M,"100,000,000+",Free,0,Everyone,"August 3, 2018",4.1.8.2.2,4.0 and up
Discord - Chat for Gamers,Communication,4.5,305347,39M,"10,000,000+",Free,0,Teen,"July 27, 2018",7.1.8,4.1 and up
To-Do Calendar Planner,Productivity,4.2,30291,Varies with device,"1,000,000+",Free,0,Everyone,"May 29, 2018",Varies with device,Varies with device
Selfie DV,Tools,2.8,29,14M,"1,000+",Free,0,Everyone,"April 24, 2017",2.3.26,4.0.3 and up
CX Ram Booster,Tools,3.9,12,2.5M,500+,Free,0,Everyone,"June 2, 2017",1.0,2.2 and up
Catalyst AZ,Education,4.8,12,8.4M,500+,Free,0,Teen,"June 27, 2018",3.8.0,4.1 and up
FC BARCELONA EVENTS,Sports,4.3,6,11M,100+,Free,0,Everyone,"April 22, 2018",v2.7.11.16,4.1 and up
DSLR Photography Training apps,Photography,4.0,675,15M,"100,000+",Free,0,Everyone,"July 29, 2017",2.1,2.3 and up
Safest Call Blocker,Communication,4.4,27540,3.7M,"1,000,000+",Free,0,Everyone,"January 5, 2018",1.26.001,4.0 and up
DIRECTV Remote App,Entertainment,3.0,480,19M,"1,000,000+",Free,0,Everyone,"August 31, 2017",2.40,6.0 and up
NCAA March Madness Live,Sports,4.1,34123,19M,"5,000,000+",Free,0,Everyone,"March 30, 2018",7.1.0,5.0 and up
Spacecraft AR,Education,4.4,83,85M,"10,000+",Free,0,Everyone,"June 28, 2018",1.2,7.0 and up
Patron DB,Tools,3.9,64,4.1M,"5,000+",Free,0,Everyone,"June 1, 2017",1.24,4.4 and up
Modern Sniper Strike: Best Commando Action 2k18,Action,4.1,164,17M,"10,000+",Free,0,Everyone,"August 23, 2017",1.0,2.3 and up
Skype Lite - Free Video Call & Chat,Communication,4.2,33053,22M,"5,000,000+",Free,0,Everyone,"July 31, 2018",1.60.0.31354-release,4.0.3 and up
Blur Image Background Editor (Blur Photo Editor),Photography,4.4,62421,9.6M,"5,000,000+",Free,0,Everyone,"July 28, 2018",2.4,4.1 and up
Learn HTML,Education,4.7,61749,5.4M,"1,000,000+",Free,0,Everyone,"December 25, 2017",5.5.2,4.0 and up
ES File Explorer & File Manager 2018,Tools,3.8,24,2.9M,"5,000+",Free,0,Everyone,"March 17, 2018",1.1,4.2 and up
Accounting Quiz (AQ) Malaysia,Education,5.0,25,Varies with device,"1,000+",Free,0,Everyone,"January 29, 2018",Varies with device,4.0 and up
EC Fairgrounds,Entertainment,5.0,3,5.5M,500+,Free,0,Everyone,"July 13, 2018",erie1.3.23.42-release,4.4 and up
Feel Performer,Communication,2.2,62,34M,"10,000+",Free,0,Everyone,"April 9, 2018",2.0.3,4.1 and up
Honkai Impact 3rd,Action,4.7,59017,82M,"1,000,000+",Free,0,Teen,"July 3, 2018",2.2.1,4.3 and up
DS finder,Tools,4.0,2596,32M,"500,000+",Free,0,Everyone,"July 19, 2018",2.0.1,5.0 and up
Service CU Mobile Banking,Finance,4.7,6208,14M,"100,000+",Free,0,Everyone,"June 12, 2018",5.9.1.0,5.0 and up
Q-See QT View,Tools,3.6,7357,19M,"100,000+",Free,0,Everyone,"July 12, 2018",4.4.1,5.0 and up
MyMo by GSB,Finance,4.2,21996,14M,"1,000,000+",Free,0,Everyone,"July 19, 2018",1.17.2,4.0.3 and up
Add Text To Photo,Photography,4.1,21578,1.6M,"1,000,000+",Free,0,Everyone,"September 8, 2017",1.1.3,2.3 and up
Atlanta United FC,Sports,3.7,215,76M,"10,000+",Free,0,Everyone,"June 28, 2018",2.10.5-prod-release,4.4 and up
How Do I Look,Photography,2.7,3032,2.8M,"500,000+",Free,0,Everyone,"December 8, 2017",1.3,3.0 and up
CamScanner - Phone PDF Creator,Productivity,4.6,1502622,Varies with device,"100,000,000+",Free,0,Everyone,"July 3, 2018",Varies with device,Varies with device
Butterfly Pixel Art - coloring by number,Entertainment,4.6,769,13M,"100,000+",Free,0,Everyone,"April 4, 2018",1.06,4.1 and up
Truck Driving Test Class 3 BC,Education,1.0,1,2.0M,50+,Paid,$1.49,Everyone,"April 9, 2012",1.0,2.1 and up
"theScore: Live Sports Scores, News, Stats & Videos",Sports,4.4,133833,34M,"10,000,000+",Free,0,Everyone 10+,"July 25, 2018",6.17.2,4.4 and up
İşCep,Finance,4.5,381788,32M,"10,000,000+",Free,0,Everyone,"August 2, 2018",3.22.0,4.1 and up
Cardio Journal — Blood Pressure Log,Medical,4.5,3320,8.3M,"100,000+",Free,0,Everyone,"February 12, 2018",3.1.1,4.1 and up
BBVA Compass Banking,Finance,4.3,5905,50M,"500,000+",Free,0,Everyone,"July 27, 2018",6.0.2,4.4 and up
MetaTrader 5,Finance,4.5,42410,Varies with device,"1,000,000+",Free,0,Everyone,"August 3, 2018",Varies with device,Varies with device
Lynda - Online Training Videos,Education,4.2,8599,17M,"1,000,000+",Free,0,Everyone,"July 11, 2018",4.9.10,4.1 and up
Microsoft Edge,Communication,4.3,27187,66M,"5,000,000+",Free,0,Everyone,"July 28, 2018",42.0.0.2059,4.4 and up
B612 - Beauty & Filter Camera,Photography,4.4,5282578,Varies with device,"100,000,000+",Free,0,Everyone,"July 30, 2018",7.6.5,4.3 and up
File Viewer for Android,Tools,4.1,7063,Varies with device,"1,000,000+",Free,0,Everyone,"January 25, 2018",2.3.2,5.0 and up
FD VR Player - for Youtube 3D,Entertainment,4.0,2378,9.1M,"500,000+",Free,0,Everyone,"November 30, 2016",3.6.1,4.4 and up
FG Mobile,Education,3.3,130,13M,"5,000+",Free,0,Everyone,"December 21, 2017",2.0.0,4.0 and up
"Talkatone: Free Texts, Calls & Phone Number",Communication,4.1,132015,25M,"10,000,000+",Free,0,Everyone,"July 18, 2018",6.1,4.2 and up
A+ Gallery - Photos & Videos,Photography,4.5,223941,Varies with device,"10,000,000+",Free,0,Everyone,"August 6, 2018",Varies with device,Varies with device
Trimble DL,Productivity,4.2,133,7.9M,"10,000+",Free,0,Everyone,"January 12, 2018",1.0.184,4.2 and up
Robocar X Ray,Action,4.5,3432,99M,"1,000,000+",Free,0,Mature 17+,"January 23, 2017",1.0,2.3 and up
Jabbla BT,Tools,5.0,3,55k,100+,Free,0,Everyone,"October 6, 2014",1.0,4.2 and up
Esporte Interativo Plus,Sports,3.7,27179,20M,"1,000,000+",Free,0,Everyone,"July 30, 2018",5.12.1,4.1 and up
Sword of Chaos - Lame du Chaos,Action,4.5,23599,96M,"100,000+",Free,0,Teen,"June 1, 2018",11.0.2,4.0 and up
HD Camera - Quick Snap Photo & Video,Photography,4.5,21841,7.7M,"1,000,000+",Free,0,Everyone,"July 24, 2018",1.6.4,4.2 and up
Video Caller Id,Communication,4.2,15287,17M,"1,000,000+",Free,0,Everyone,"January 24, 2018",2.2.245,4.0.3 and up
Ah! Coins,Action,3.4,256,9.1M,"50,000+",Free,0,Everyone,"December 8, 2016",1.0.0,2.3 and up
AZ Screen Recorder pro,Tools,4.0,60,3.7M,"5,000+",Free,0,Everyone,"March 19, 2018",1.0,5.0 and up
360-M Flight,Tools,3.9,84,24M,"10,000+",Free,0,Everyone,"December 14, 2017",2.18,4.0.3 and up
Booking Revolution,Sports,4.2,140883,59M,"5,000,000+",Free,0,Teen,"July 21, 2018",1.932,4.0 and up
Lab Values + Medical Reference,Medical,4.5,133,2.8M,"10,000+",Paid,$2.99,Everyone,"August 2, 2014",3.0,2.3 and up
Centimeter Ruler,Tools,3.3,16,1.3M,"10,000+",Free,0,Everyone,"November 5, 2016",2.0,4.0 and up
Putzmeister Experts,Tools,4.6,21,8.9M,"1,000+",Free,0,Everyone,"May 8, 2018",1.3,4.1 and up
AQ Ria Retail,Education,5.0,4,52M,50+,Free,0,Everyone,"April 3, 2018",1.1,4.1 and up
"Sweet Snap - live filter, Selfie photo edit",Photography,4.5,123029,Varies with device,"10,000,000+",Free,0,Everyone,"August 2, 2018",Varies with device,4.0.3 and up
AE City Jump,Action,4.5,804,27M,"10,000+",Free,0,Everyone,"July 18, 2018",1.0.4,4.0 and up
imo free video calls and chat,Communication,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,"June 8, 2018",9.8.000000010501,4.0 and up
Medical ID - In Case of Emergency (ICE),Medical,4.6,717,5.4M,"5,000+",Paid,$5.99,Everyone,"May 31, 2018",6.5.0,5.0 and up
CG Patwari Exam,Education,3.8,28,4.1M,"1,000+",Free,0,Teen,"October 23, 2017",7.2,2.3 and up
Solar CT PV System Power,Productivity,4.7,315,14M,"10,000+",Free,0,Everyone,"January 22, 2018",SolarCT 1.9 v,4.0 and up
HipChat - beta version,Communication,4.1,1035,20M,"50,000+",Free,0,Everyone,"August 7, 2018",3.20.001,4.1 and up
The postal bank,Finance,3.7,36718,Varies with device,"5,000,000+",Free,0,Everyone,"July 16, 2018",Varies with device,Varies with device
Yahoo Fantasy Sports - #1 Rated Fantasy App,Sports,4.2,277904,Varies with device,"5,000,000+",Free,0,Mature 17+,"August 2, 2018",Varies with device,Varies with device
I AM RICH,Entertainment,3.9,1455,1.1M,"10,000+",Free,0,Everyone,"October 11, 2017",1.0,2.3 and up
IQ Test,Productivity,4.2,1623,1.8M,"100,000+",Free,0,Everyone,"March 6, 2018",1.8,2.3 and up
Android Messages,Communication,4.2,781810,Varies with device,"100,000,000+",Free,0,Everyone,"August 1, 2018",Varies with device,Varies with device
Ham Radio Prefixes,Communication,3.7,218,3.7M,"10,000+",Free,0,Everyone,"July 12, 2014",1.12,2.3 and up
Clash of Axe: Flippy Lumberjack Action X,Action,4.3,6,61M,"1,000+",Free,0,Everyone,"September 14, 2017",1.2,4.0 and up
DF Night Selfies,Photography,4.3,194,1.5M,"10,000+",Free,0,Everyone,"February 15, 2018",1.6.0,4.0 and up
